Burmese, 55.16497735604917
Turks, 54.51540904798695
Goths, 53.80290251500646
Aztecs, 53.00887865833608
Incas, 52.83824745108845
Celts, 52.56898817345598
Teutons, 52.54174224454676
Khmer, 52.49354005167959
Slavs, 51.90779708373352
Franks, 51.55277355097524
Vikings, 51.42116286027725
Spanish, 50.895471953142604
Bulgarians, 50.13075839871253
Britons, 49.430749769222885
Lithuanians, 49.24935701896047
Cumans, 48.771610555050046
Malay, 48.40647857889237
Mayans, 48.25048806127047
Italians, 47.91990668740279
Mongols, 47.72802653399668
Ethiopians, 47.553324968632374
Malians, 47.166032445423596
Chinese, 47.12584684869637
Byzantines, 46.920273753444135
Huns, 46.74908424908425
Vietnamese, 46.479805782388
Indians, 46.35007849293564
Japanese, 45.76892430278885
Portuguese, 45.74771261436928
Persians, 44.99337358268296
Koreans, 44.867238135061676
Berbers, 43.25015994881638
Saracens, 43.037327424578145
Tatars, 42.088417683536704
Magyars, 41.952
